ORDER_ID,DATE,CUSTOMER_ID,PRODUCT_ID
231,20180208,1876,9182857
232,20191230,2796,GGOEGAAX0334
233,20181003,3167,9181109
234,20180403,1628,GGOEAAEJ033415
235,20181022,4109,9183236
236,20190509,4963,GGOEGAAH075913
237,20190512,3025,9182741
238,20190316,2786,9180867
239,20191123,431,GGOEGAAL059013
240,20191219,2325,GGOEAAXJ066228
241,20181205,1719,9182173
242,20190830,4718,9183231
243,20181228,93,9183167
244,20181228,1172,GGOEAAAB081017
245,20190626,2355,9180781
246,20190521,3855,GGOEAAEJ029317
247,20191213,3185,10 84023
248,20191113,1631,GGOEGAAJ032615
249,20190413,82,9184720
250,20190729,961,9184689
251,20190822,5007,9184679
252,20181107,502,9181152
253,20190828,3146,GGOEGAAQ057216
254,20191211,746,9182760
255,20190909,5138,GGOEAAAC080913
256,20190816,1025,10 31023
257,20191010,4867,9182383
258,20190824,2345,9183210
259,20191109,2694,GGOEGAAX0330
260,20190929,4610,GGOEGAAQ033916
261,20190625,635,GGOEGAAX0319
262,20190502,2765,GGOEAAEB028315
263,20180617,4342,9181150
264,20190925,4584,GGOEAHPB076113
265,20190210,3468,GGOEGAAJ057018
266,20190322,4049,GGOEGAAH075913
267,20190622,1998,GGOEGAAL059017
268,20190229,3412,10 55402
269,20180429,2101,10 52250
270,20190213,5296,9182769
271,20180725,4105,GGOEAFKQ020499
272,20190716,5194,9183205
273,20191206,3489,GGOEGAAH034014
274,20190616,312,9183191
275,20190407,3701,GGOEAAAC080915
276,20190213,2153,GGOEAAAJ032916
277,20191025,2706,GGOEAAAJ080815
278,20180408,2996,9184695
279,20180620,2675,9182183
280,20190922,2473,GGOEGAAL010613
281,20190911,3003,9182784
282,20191028,3827,GGOEAAYC068726
283,20190609,5445,GGOEGAAX0327
284,20190828,818,GGOEGAAJ032313
285,20180808,2724,9183167
286,20190411,2420,GGOEAAAJ031913
287,20180803,439,GGOEAAAJ080813
288,20190610,1676,GGOEGAAL010614
289,20190402,3577,10 14152
290,20190817,403,GGOEGAAX0300
291,20180315,3695,GGOEGAAX0315
292,20191216,5039,GGOEGAAX0308
293,20191212,3389,GGOEAAWN062650
294,20191212,4030,A12345
295,20191121,50,9180756
296,20181005,1796,9182781
297,20190407,3265,10 55145
298,20190316,5421,9182961
299,20190602,917,GGOEGAAB010513
300,20190929,255,10 52213
301,20190912,456,9180779
302,20190425,17,9183230
303,20190918,2244,GGOEGAAJ057013
304,20190212,2880,GGOEAAAJ032414
305,20181105,5070,GGOEGAAX0331
306,20190829,969,9182980
307,20191115,4346,GGOEAFKQ020499
308,20181110,1056,9182858
309,20181029,45,GGOEAAEB030216
310,20190611,1572,9181140
311,20191105,37,9182575
312,20191030,2528,GGOEGAAJ080616
313,20191116,5373,9182764
314,20190707,2067,9183186
315,20180207,2664,GGOEAAAJ034513
316,20181107,3714,GGOEAHPB076115
317,20180213,4916,GGOEAAAJ034514
318,20191230,64,GGOEGAAJ073413
319,20191016,1366,9184721
320,20180222,696,9183237
321,20190418,3290,9182531
322,20191213,3566,9180770
323,20191011,5245,9182994
324,20181126,2982,10 55402
325,20181203,1175,10 93186
326,20181118,1352,9182562
327,20180217,986,10 52223
328,20191028,4595,GGOEAHPA004110
329,20190706,917,9184705
330,20190204,1548,GGOEGAAB058918
331,20190219,4719,9182833
332,20180315,4898,9182751
333,20181212,2773,GGOEAAAC080913
334,20180529,4918,GGOEAAAB034816
335,20190228,2634,GGOEGAAL059017
336,20180204,3677,GGOEAAXJ066230
337,20191129,2661,GGOEAAWN062650
338,20190317,4583,GGOEGAAB058915
339,20191104,2093,9182772
340,20190610,113,GGOEAAAL081113
341,20190611,3624,9182722
342,20190709,1539,GGOEGAAX0331
343,20180915,1384,9180861
344,20180511,4781,GGOEGAAJ080617
345,20190924,5,GGOEGAAX0316
346,20190403,4847,GGOEAAWJ062548
347,20190315,4340,GGOEGAAX0207
348,20190227,4217,9181570
349,20191023,3883,9183238
350,20190524,3138,9180958
351,20191012,5336,GGOEAAAB034916
352,20180212,4599,9182777
353,20190514,4493,GGOEAAEC029413
354,20190428,4605,9182761
355,20190802,2639,GGOEAAXJ066228
356,20190311,3974,9183234
357,20190815,3914,9183236
358,20190604,3814,GGOEAXXX0808
359,20190527,1122,9184680
360,20181206,469,9181138
361,20190421,627,9182531
362,20180603,2550,10 52211
363,20180403,4983,GGOEAAEJ035715
364,20191204,3320,9182722
365,20180722,1433,GGOEAAXC066428
366,20190915,351,9182797
367,20180325,2431,GGOEGAAX0281
368,20181105,3998,9182739
369,20190615,1592,9182186
370,20180827,2767,9183220
371,20180510,303,GGOEGAAJ032313
372,20180510,2575,GGOEGAAJ057016
373,20190910,19,9183228
374,20190607,3967,9184707
375,20190929,4119,9182593
376,20190330,203,9182605
377,20191226,3049,9182946
378,20190708,5370,GGOEGAAB058917
379,20180527,4255,9182755
380,20190306,975,9182714
381,20190530,4428,GGOEAAXN066328
382,20190516,2343,GGOEGAAX0294
383,20181208,2972,
384,20190311,2298,GGOEAOBH078799
385,20190229,1533,GGOEAAWT061750
386,20190722,3397,9180868
387,20180820,3764,9183091
388,20181128,3394,GGOEAAAQ032014
389,20190718,5426,A12345
390,20180509,247,GGOEGAAX0282
391,20191130,481,10 52251
392,20190415,2856,9181573
393,20181217,3745,GGOEGAAX0299
394,20191108,5057,GGOEGAAX0042
395,20190625,5075,9180813
396,20190925,1250,9182857
397,20190608,568,GGOEAAEH035217
398,20180714,4980,GGOEGAAB033815
399,20180425,1295,9180763
400,20190318,4239,GGOEAAAJ080813
401,20180906,2162,GGOEGAAJ032616
402,20180323,2173,GGOEGAAJ080716
403,20180329,2393,GGOEAAAJ032916
404,20190819,1281,GGOEAHPJ004314
405,20180620,4499,GGOEAAAJ080817
406,20190912,3065,GGOEAAEB031217
407,20191103,4614,GGOEAAWQ063048
408,20190720,3,GGOEGAAC035015
409,20190926,1606,GGOEAHPJ004415
410,20191029,2197,9182785
411,20180625,897,9182494
412,20190727,1206,9182562
413,20190709,2379,10 52233
414,20190828,1866,9182763
415,20190525,2165,9180782
416,20191226,2815,9180775
417,20190325,1215,9182705
418,20180527,958,9182737
419,20190923,4026,GGOEAAEJ028216
420,20181105,2333,GGOEGAAQ057217
421,20190409,2030,GGOEAAAJ080817
422,20190208,2394,9184712
423,20180720,1891,GGOEGAAX0031
424,20190803,1498,GGOEGAAL010616
425,20190829,60,10 93185
426,20180918,2610,9182509
427,20190817,524,9182502
428,20181105,1809,9180876
429,20190629,1903,GGOEGAAQ033913
430,20191123,4291,GGOEGAAX0098
431,20180927,3616,10 14159
432,20190815,2810,GGOEGAAX0328
433,20191113,1854,GGOEAAAB034814
434,20180930,2147,9181573
435,20190428,3132,9183221
436,20181111,5447,9180871
437,20191010,3176,9180869
438,20191227,2048,GGOEAAXC066428
439,20180502,423,9182768
440,20190603,2356,GGOEGAAX0279
441,20191209,5090,9180854
442,20190308,4198,9184705
443,20191212,5137,9180766
444,20191114,3809,GGOEAAAJ031913
445,20190521,3183,GGOEGAAX0284
446,20190220,2487,9180824
447,20191112,2991,9184626
448,20191206,2009,GGOEGAAB058913
449,20190330,3177,9180802
450,20190219,4390,GGOEAAEJ033415
451,20190205,4938,GGOEGAAJ080717
452,20190827,1624,9180838
453,20180302,218,9184618
454,20191007,722,9182775
455,20190615,2286,GGOEGAAH075916
456,20191229,143,10 52211
457,20191110,2782,GGOEGAAX0311
458,20191025,1534,GGOEGAAB033817
459,20191123,3081,9182525
460,20190309,5002,GGOEAAAL081116
461,20181218,1513,9180842
462,20190821,4678,9182611
463,20191016,4347,GGOEGAAH034015
464,20190510,1081,9180803
465,20191225,3019,GGOEAAEJ029317
466,20180423,5134,9183223
467,20191217,1782,9183225
468,20190704,1933,9182743
469,20190627,4367,9183234
470,20190916,1707,GGOEGAAJ032316
471,20181019,3426,9180802
472,20190828,2808,GGOEGAAJ073414
473,20190710,3761,9180826
474,20190913,2739,9180866
475,20180316,4225,GGOEGAAL059016
476,20180920,4306,9180868
477,20190416,2284,9183191
478,20191215,1069,9182519
479,20190811,5388,10 52238
480,20180519,3903,GGOEAAAQ032014
481,20190314,2114,GGOEAAWT061749
482,20180328,4529,GGOEAAXN066329
483,20191004,5428,GGOEAAAB081017
484,20180428,1326,9184677
485,20191223,2495,9180862
486,20190302,2124,9183058
487,20181211,380,9184627
488,20190313,5118,9182588
489,20191027,1620,10 52211
490,20181125,4044,GGOEAAWT061753
491,20190824,4716,GGOEAXXX0809
492,20190802,1745,9180750
493,20190812,2960,GGOEGAAJ032617
494,20180517,170,GGOEAAYJ068825
495,20190928,2141,9183240
496,20190922,2871,GGOEGAAQ010415
497,20191103,4167,9183220
498,20180402,5245,GGOEGAAH034013
499,20180910,4313,9183002
500,20181127,3871,GGOEGAAJ080717
501,20190307,2591,9182739
502,20190224,5359,GGOEGAAJ032315
503,20190916,3824,GGOEGAAX0292
504,20190925,4686,GGOEAAEJ028215
505,20191107,3709,9182995
506,20191127,3933,GGOEGAAX0168
507,20190723,2232,GGOEGAAJ057015
508,20190504,5257,9183226
509,20180820,3728,GGOEAAAL081113
510,20190621,968,9184734
511,20190814,456,9182824
512,20180806,3794,GGOEGAAC032116
513,20180324,909,GGOEGAAJ073014
514,20180325,2730,9184718
515,20191017,4049,GGOEAXXX0809
516,20191210,216,GGOEGAAH075913
517,20191030,4140,9182756
518,20190626,2113,9182569
519,20180505,4349,9183101
520,20190921,2975,9180834
521,20191003,3217,GGOEGAAX0314
522,20190625,2275,9184735
523,20190430,1679,GGOEAAAB034813
524,20190513,650,GGOEAAAP081214
525,20180502,3132,GGOEGAAJ057013
526,20190429,4683,10 93132
527,20190924,1574,GGOEAAWJ062548
528,20190218,3017,GGOEGAAJ080613
529,20190513,2191,GGOEGAAQ057217
530,20180406,4130,9184705
531,20190224,3782,GGOEAAAB081015
532,20181010,1015,9182778
533,20180930,2629,9183188
534,20180915,1949,GGOEAAAB034816
535,20180515,5118,9182775
536,20190318,2209,9183222
537,20190329,1768,9183230
538,20190308,823,9184627
539,20190725,423,10 52238
540,20180317,4822,GGOEAAEJ035716
541,20180406,530,9182701
542,20181222,595,9182699
543,20190822,5435,GGOEAAAB034917
544,20180828,4122,9180872
545,20180216,1937,9182750
546,20190721,4902,GGOEGAAX0031
547,20190725,1202,GGOEGAAL059014
548,20190709,737,GGOEAAEB031615
549,20180914,879,9180780
550,20191007,687,GGOEGAAC035013
551,20190227,1290,9183186
552,20180429,3657,9183231
553,20191118,613,GGOEAHPB080210
554,20190408,5069,9182782
555,20191102,2173,GGOEGAAX0213
556,20180824,219,9180749
557,20190926,5380,9180859
558,20180602,2365,GGOEAAXJ066255
559,20181227,4438,9182967
560,20191207,3241,9182547
561,20180909,43,9182519
562,20181006,5001,9182702
563,20191030,4393,9182746
564,20180229,2907,GGOEGAAQ057217
565,20190430,5360,9184710
566,20180704,3765,GGOEGAAX0279
567,20181130,4487,GGOEGAAJ080613
568,20190829,1811,GGOEAAXJ066228
569,20180213,4115,9182771
570,20191112,174,GGOEAAEJ033413
571,20190724,4941,9180778
572,20190721,1712,GGOEGAAC075715
573,20191105,4204,GGOEAAWJ062548
574,20191209,3832,GGOEGAAX0333
575,20190802,401,GGOEGAAH075916
576,20180903,3032,9182785
577,20180927,3821,9183124
578,20181023,4608,GGOEAAEJ033416
579,20180914,1353,9182587
580,20190306,3023,9183173
581,20190716,2028,GGOEAAXN066328
582,20191204,1820,GGOEGAAC035017
583,20190628,3112,9183015
584,20180314,1773,9182779
585,20190203,2757,10 52238
586,20190613,4700,GGOEGAAX0205
587,20191021,1278,GGOEAAXN066329
588,20180911,4706,9182553
589,20180717,5361,9183234
590,20190502,1685,9182547
591,20191210,1044,9183210
592,20190328,718,10 52225
593,20180811,3490,GGOEAAAJ080813
594,20191218,1202,9182186
595,20180524,1873,GGOEGAAH034016
596,20190803,146,GGOEGAAJ059115
597,20190409,4517,GGOEAAAB081017
598,20190428,2242,9182710
599,20180310,465,9180766
600,20190212,5251,9181570
601,20180411,1190,10 52250
602,20180706,121,9184734
603,20190510,1721,GGOEGAAC075815
604,20191002,140,GGOEGAAX0285
605,20180824,3290,9182635
606,20180710,3132,GGOEGAAX0286
607,20190623,1465,9180850
608,20180730,4791,GGOEGAAJ057013
609,20180629,3649,GGOEGAAL059014
610,20180604,4399,GGOEAAEB031617
611,20190609,4330,GGOEAKDH019899
612,20190627,4390,GGOEAXXX0812
613,20191212,5406,9180870
614,20180621,2026,GGOEGAAH075914
615,20191210,5085,GGOEGAAQ057214
616,20190829,3376,9182611
617,20190902,3972,GGOEGAAX0320
618,20180829,3668,10 14217
619,20190520,5004,GGOEAAEJ035716
620,20190620,1770,10 14159
621,20180816,4168,GGOEGAAX0283
622,20190402,2162,9182562
623,20190223,5195,9182893
624,20190224,3945,9182770
625,20191210,1496,GGOEGAAH034017
626,20190305,2998,9182383
627,20180917,2071,GGOEAAWJ062549
628,20190615,2097,GGOEAAAB081016
629,20180925,5293,GGOEAAAQ032015
630,20181028,211,9182172
631,20190612,621,GGOEGAAX0324
632,20180402,3643,9182178
633,20190727,2671,9184626
634,20190609,575,GGOEAAWC061648
635,20190706,2391,GGOEGAAJ057018
636,20180211,3842,9182903
637,20191229,3801,GGOEGAAX0314
638,20191119,856,10 14155
639,20190824,2935,GGOEGAAX0283
640,20190221,2889,9182736
641,20190224,4653,9182734
642,20180217,4382,GGOEGAAX0231
643,20180922,2081,GGOEAAEB031613
644,20181109,4282,9183052
645,20190430,5019,GGOEGAAB010515
646,20180430,769,9183152
647,20191025,4426,GGOEGAAJ032313
648,20190721,3621,9182858
649,20181225,2549,GGOEGAAJ059114
650,20180330,3265,9182770
651,20190322,5214,9182537
652,20191015,181,GGOEAAAJ032916
653,20190308,5094,GGOEADHH073999
654,20190803,4770,GGOEAAWC062450
655,20191202,1808,GGOEGAAQ057213
656,20190620,4928,9182764
657,20191123,1198,GGOEGAAX0289
658,20181015,4302,GGOEGAAX0209
659,20191207,1335,GGOEAAEJ029313
660,20180726,3616,GGOEAAWT061750
661,20190610,4710,9184618
662,20181110,468,10 14154
663,20191113,1936,GGOEGAAC035015
664,20191005,4243,GGOEGAAC032116
665,20180513,1475,GGOEGAAX0309
666,20180929,2713,9182741
667,20191003,2805,9182868
668,20181129,4653,GGOEAAWJ062549
669,20190416,4135,9182828
670,20191111,3292,GGOEGAAX0315
671,20181217,1366,GGOEAAXC066429
672,20190812,1370,9184710
673,20191104,2050,GGOEGAAH034017
674,20181209,1704,9180797
675,20180618,2736,GGOEGAAX0293
676,20180303,3761,9184711
677,20191120,4192,GGOEGAAX0290
678,20180724,5413,9182996
679,20190422,2529,10 93148
680,20180628,2627,GGOEAAEH035215
681,20190829,2963,GGOEAAEB031616
682,20191227,3061,GGOEGAAB010515
683,20180610,3678,9181137
684,20190728,2008,9184710
685,20190811,4931,GGOEAHPJ074410
686,20180218,512,10 15103
687,20190228,3730,GGOEAAWH061549
688,20190711,513,GGOEAAAB034913
689,20190913,2823,GGOEGAAX0333
690,20190303,4002,10 52238
691,20181115,5114,9180786
692,20191027,923,9183235
693,20190803,4762,9182859
694,20180703,5261,GGOEADHH015499
695,20190212,3941,9184689
696,20190520,2636,GGOEGAAJ032717
697,20190911,3274,GGOEGAAJ080617
698,20181220,3006,9182764
699,20191122,1648,GGOEAAWJ062548
700,20190218,3829,10 14217
701,20190912,2759,GGOEGAAL059013
702,20190206,3771,GGOEAAWH061554
703,20181221,3248,GGOEAAWC061648
704,20190714,3402,GGOEGAAC075713
705,20190826,1634,GGOEGAAX0031
706,20191203,961,9182173
707,20191119,59,9183147
708,20180523,4996,GGOEGAAC075713
709,20191221,1412,GGOEGAAJ032616
710,20190429,3408,GGOEGAAH075916
711,20180405,1713,9180871
712,20190312,4967,GGOEGAAX0145
713,20190724,1718,GGOEAHPJ074410
714,20190605,392,GGOEAAEH035213
715,20190926,3372,9182739
716,20191224,2107,GGOEGAAX0335
717,20190803,1641,9182709
718,20191120,2661,9182706
719,20191109,4820,GGOEGAAX0306
720,20180410,2789,GGOEGAAX0334
721,20190511,1908,9184709
722,20180412,5454,9182756
723,20190211,2870,GGOEGAAL010617
724,20191210,2006,GGOEAAEC029415
725,20190416,3713,9183228
726,20191025,4858,9182762
727,20190928,16,GGOEAAEJ028214
728,20180930,4064,9182547
729,20190512,1414,9182753
730,20190308,3625,GGOEAAEH035214
731,20190929,2649,GGOEGAAX0292
732,20180409,618,9180801
733,20180719,420,GGOEAHPJ074410
734,20180308,3988,9181151
735,20180218,5374,9183240
736,20190216,5300,GGOEGAAR010714
737,20180414,159,GGOEGAAX0284
738,20191215,2773,10 31023
739,20180426,2972,GGOEGAAX0281
740,20180904,5287,GGOEAAEB031614
741,20180609,3465,GGOEGAAJ080715
742,20191129,5458,9182686
743,20190318,1988,10 14215
744,20190621,2776,9181573
745,20180610,478,GGOEAAXC066430
746,20191216,772,GGOEAAWN062649
747,20190405,5238,GGOEGAAX0310
748,20180705,3990,GGOEGAAX0168
749,20190604,2043,GGOEAAAH083317
750,20190707,2575,9182561
751,20191109,3999,9181663
752,20190209,362,9182774
753,20190623,2439,9182763
754,20190414,5043,GGOEGAAJ032716
755,20190823,3061,GGOEGAAQ033914
756,20191016,4271,GGOEAAYC068725
757,20180422,3774,GGOEAAWJ062550
758,20190903,4337,GGOEADHJ015599
759,20190417,1448,GGOEGAAJ032813
760,20180706,1077,10 52232
761,20180602,973,GGOEGAAC075813
762,20191029,1012,9182537
763,20181217,423,GGOEAKDH019899
764,20190519,2668,9184735
765,20190823,2370,9184735
766,20190626,2577,GGOEGAAJ032717
767,20190312,2527,GGOEGAAH034015
768,20190827,1479,9182828
769,20191126,3935,GGOEGAAJ032316
770,20191222,3261,9182593
771,20190428,5009,9182751
772,20190215,2017,9182688
773,20180421,352,GGOEAAAJ080813
774,20190919,1331,GGOEGAAX0164
775,20190218,3267,9183194
776,20180604,2539,GGOEAAEB031615
777,20191106,2830,GGOEAAYJ068824
778,20190517,999,9182999
779,20191102,4941,GGOEGAAX0288
780,20180308,2932,9180781
781,20190916,2185,GGOEAAEH035216
782,20190221,1939,GGOEAAQB036113
783,20180230,2018,GGOEAAWH061553
784,20191107,1516,GGOEGAAX0145
785,20180425,2687,9180763
786,20190317,2598,9180860
787,20180816,2597,GGOEAHPB080210
788,20190525,4949,9182559
789,20190202,2402,9182760
790,20190713,1232,9182611
791,20180229,1427,9184718
792,20190304,319,GGOEAAEC029413
793,20180208,4602,GGOEGAAX0283
794,20190216,1747,9182724
795,20181222,4523,GGOEGAAJ032617
796,20191210,3674,GGOEGAAJ059117
797,20191014,4198,GGOEGAAC032115
798,20191226,55,GGOEAAAB034817
799,20180205,613,10 84023
800,20190606,320,9184689
801,20190510,3749,GGOEAAFB035916
802,20190904,4465,GGOEAAAB081015
803,20190917,2914,GGOEGAAJ032816
804,20190525,3057,GGOEGAAX0168
805,20190221,268,9180862
806,20190330,3024,GGOEGAAJ073017
807,20180428,2128,GGOEGAAQ057215
808,20190409,2740,GGOEGAAJ073013
809,20191205,119,9183001
810,20191030,5022,
811,20181106,546,GGOEGAAL010617
812,20190720,1841,9182776
813,20191228,485,GGOEGAAH075916
814,20191022,1337,9183129
815,20190712,3669,9182792
816,20180924,950,9180870
817,20191229,2885,10 52251
818,20190307,873,9183002
819,20190523,5439,9183106
820,20180229,586,GGOEAAWT061750
821,20180312,5435,GGOEAAAJ031917
822,20190908,1403,9183096
823,20180321,4569,GGOEAAAP081216
824,20190904,175,GGOEGAAQ033913
825,20180315,3815,10 52211
826,20190603,195,9182999
827,20190312,3446,GGOEAAWH061549
828,20191025,4708,GGOEACCQ017299
829,20190609,4975,GGOEAXXX0810
830,20190227,3769,GGOEGAAJ080615
831,20191208,2500,GGOEGAAX0310
832,20180406,1817,GGOEAHPJ004415
833,20191126,4378,9184695
834,20190219,2906,GGOEGAAJ032813
835,20191214,4325,9180778
836,20180619,4420,9180757
837,20191011,4524,9180764
838,20180824,576,10 14155
839,20180419,4951,9180838
840,20180722,4270,10 52223
841,20190618,969,9182956
842,20180830,1589,GGOEADHH055999
843,20190917,200,10 55418
844,20190916,5285,GGOEAAWC061650
845,20191107,5406,9183015
846,20180513,5200,GGOEAAAH083314
847,20191202,3625,9182401
848,20190823,1099,9184620
849,20190430,1991,GGOEAAEJ033414
850,20181108,5044,9184681
